100,0.005000
200,0.041000
300,0.176000
400,0.436000
500,0.987000
600,1.673000
700,3.565000
800,7.530000
900,12.669000
1000,20.158000
1100,26.938000
1200,36.771000
1300,47.402000
1400,61.145000
1500,72.446000
1600,96.472000
1700,111.059000
1800,138.096000
1900,156.602000
2000,193.097000
