100,0.004000
200,0.039000
300,0.151000
400,0.375000
500,0.848000
600,1.417000
700,3.163000
800,6.783000
900,11.894000
1000,18.758000
1100,25.280000
1200,33.116000
1300,45.696000
1400,60.363000
1500,74.179000
1600,87.656000
1700,100.889000
1800,106.438000
1900,124.515000
2000,152.862000
